SIK_INVNR;KAT_NR;KUENSTLERIN;TITEL;DATIERUNG;TECHNIK;MASSE;STANDORT;ORT;STANDORT_URL;FILENAME;REPRO_NACHWEIS;JAHR;TECHNIKTHESAURUS;COPYRIGHT;SIKART_URL;FARBEN
96336;222;Eva Aeppli;Niki;1973;Seide, Kapok, Watte, Wolle, Seidengarn gestickt, Baumwolle, Metallstab;185 cm hoch (stehend);Standort unbekannt;;;96336D1;Foto: Vera Mertz Mercer, Omaha;1973;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901891;'CCCCCC','FFFFFF','999999','000000','333333','666666'
96337;223;Eva Aeppli;Marie-Agnès;1973;Seide, Kapok, Watte, Seidengarn gestickt, Metallstab, Hochzeitskleid (Dior) von Niki de Saint Phalle;120 cm hoch (sitzend);Privatbesitz;;;96337D1;Foto: Vera Mertz Mercer, Omaha;1973;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901893;'000000','333333','999999','666666','CCCC99','663333','996666','99CC99','999966','CC9999'
96338;224;Eva Aeppli;Toby Turner;1974;Seide, Kapok, Watte, Seidenrosen, Samt, Seidengarn gestickt, Chorhemd, Metallstab;200 cm hoch (stehend);Moderna Museet, Stockholm, MOMSK 203, seit 1993;Stockholm;www.modernamuseet.se/;96338D1;Foto: Moderna Museet, Stockholm;1974;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901896;'666666','999999','333333','666699','669999','CCCCCC','CC9999','663333','FFCCCC','999966'
96339;226;Eva Aeppli;Gaeta;1974;Seide, Kapok, Watte, Samt, Gesicht mit Wasserfarbe koloriert, Metallstab;Gesamthöhe 185 cm;Privatbesitz (GB);;;96339D1;Foto: Vera Mertz Mercer, Omaha;1974;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901897;'333333','CC9966','CCCC99','FFCCCC','996633','999966','996666','663333','666633','FFFFFF'
96340;227;Eva Aeppli;Olga;1974; Seide, Kapok, Watte, Metallstab;32 cm hoch;Privatbesitz (I);;;96340SC1;Foto: Antonio Ruffaldi Santori;1974;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901898;'CCCCCC','FFFFFF','CCCC99','CC9999','CCCCFF','999966','FFCCFF','CC9966','FFCCCC','999999'
96341;228;Eva Aeppli;Gustavo und Esperanza;1974;Seide, Kapok, Watte, Seidengarn gestickt, Seidenblumen, Chorhemd, Samt, Gesicht koloriert, Metallstäbe, 2 Klappstühle;Gustavo: 180 cm hoch (stehend), Esperanza: Masse unbekannt;Kunsthaus Zürich, 1974/8, seit 1974;Zürich;www.kunsthaus.ch;96341D1;Foto: Vera Mertz Mercer, Omaha;1974;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901899;'000000','CCCCCC','333333','999999','666666','FFFFFF'
96342;229;Eva Aeppli;Eoua;1974;Seide, Kapok, Watte, Wolle, Wolle gestickt, Samt, Gesicht koloriert mit Wasserfarben, Metallstab;135 cm hoch (sitzend);Moderna Museet, Stockholm, MOMSK 204, seit 1993;Stockholm;www.modernamuseet.se/;96342D1;Foto: Moderna Museet, Stockholm;1974;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901900;'FFFFFF','000000','330033','330000','999999','333333','666666','CCCCCC','996666','999966'
96343;230;Eva Aeppli;Eouic;1974;Seide, Kapok, Watte, Wolle, Seidengarn gestickt, Samt, Metallstab;135 cm hoch (sitzend);Moderna Museet, Stockholm, MOMSK 205, seit 1993;Stockholm;www.modernamuseet.se/;96343D1;Foto: Moderna Museet, Stockholm;1974;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901901;'666666','999999','333333','996666','663333','666633','999966','669999','CC9966','CC9999'
96345;233;Eva Aeppli;Astrid;1975;Seide, Kapok, Watte, Seidengarn gestickt, Seidenrosen, Rohseide, Metallstab;Gesamthöhe 180 cm;Privatbesitz (F);;;96345D1;Foto: Vera Mertz Mercer, Omaha;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901903;'CC9966','996633','CC9933','FFCC99','FFCC66','FFFFCC','FFFFFF','CC6633','666633','996600'
96346;235;Eva Aeppli;Lune Noire;1975-76;Seide, Kapok, Watte, Seidengarn gestickt, Seidenrosen, Metallstab;Gesamthöhe 180 cm;Standort unbekannt;;;96346D1;Foto: Vera Mertz Mercer, Omaha;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901904;'333333','000000','666666','999999','330000','669999','330033','99CCCC','CCCCCC','336666'
96348.00/01;239;Eva Aeppli;La petite Marie;1990;Seide, Kapok, Watte, Metallstab;130 cm hoch;Privatbesitz, seit 2013;;;96348D1;Foto: Susanne Gyger;1990;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901906;'CCCCCC','996666','999999','000000','999966','660000','003333','CC9999','333333','990000'
96348.01/01;239.01;Eva Aeppli;La petite Marie;2004 (Gesamtauflage 2004-06);Bronze, Gelbgold blattvergoldet, 7/8, Fonderie d'Art Bocquel, Grainville-Ymauville, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. IV/IV);18 x 12 x 14 cm;Museum Jean Tinguely, Basel, 011543 (Exemplar 7/8);Basel;www.tinguely.ch;96348D2;Foto: Museum Jean Tinguely;2004;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12992191;'666666','999999','003333','FFFFFF','663333','666633','CC9966','996633','CCFFFF','669999'
96349;240;Eva Aeppli;Olga;1991;Seide, Kapok, Watte, Chorhemd, Metallstab;175 cm hoch (stehend);Privatbesitz, seit 1991;;;96349D1;Foto: Rita Newman, Wien;1991;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901907;'FFFFFF','CCCCCC','996666','666666','999966','FFFFCC','666633','999999','663333','333333'
96350;241;Eva Aeppli;Wang-Poo;1991;Seide, Kapok, Watte, Metallstab;175 cm hoch (stehend);Privatbesitz, seit 1991;;;96350D1;Foto: Rita Newman, Wien;1991;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901908;'CCCCCC','FFFFFF','333333','666666','000000','333366','336666','000033','663333','CCCCFF'
96351;242;Eva Aeppli;Martinas singendes Engelchen;6.1996;Seide, Kapok, Watte, Metallstab;113 cm hoch;Privatbesitz, seit 1996;;;96351D1;Foto: Thomas Gerber, Burgdorf;1996;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901909;'666666','CCCCCC','FFCCCC','333333','996666','999966','333366','999999','FFFFCC','CCCC99'
96352;191;Eva Aeppli;Textile Figur;1970;Seide, Kapok, Watte, Samt, Metallstab;170 cm hoch (stehend);Privatbesitz, seit 1990;;;96352D1;Foto: Rita Newman, Wien;1970;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12901911;'FFFFFF','CCCCCC','333333','CCCCFF','663366','330033','663333','CCFFFF','996666','666666'
96814;237;Eva Aeppli;La Négresse blanche, Aspekte Mars und Mond;1978;Seide, Kapok, Watte, Metallstab;30,5 x 20,5 x 25,5 cm;Garden of the Zodiac Old Market Omaha;Omaha;;96814D1;Foto: Vera Mertz Mercer, Omaha;1978;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12940345;'003333','333333','666666','CCCCCC','000000','999999','000033','666633','999966','FFFFFF'
96815;251;Eva Aeppli;Ohne Titel;1990-91;Seide, Kapok, Watte, Samt, Metallstab, Metallkonstruktion;55 cm hoch;Privatbesitz;;;96815D1;Foto: Rita Newman, Wien;1990;Skulptur;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12940347;'999999','CCCCCC','CC9999','CCCC99','333333','FFFFFF','666666','000000','9999CC','663333'
97271.00/01;269;Eva Aeppli;Sonne;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;37 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 1, seit 1994;Stockholm;www.modernamuseet.se/;97271D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956368;'333333','996633','CC9966','666633','663333','FF9966','CC6633','330000','000000','CC9933'
97271.01/01;269.01;Eva Aeppli;Sonne;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV);36 x 19,5 x 26,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97271D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967464;'CCCC99','CC9999','FF9900','CCCCCC','FFCC99','CC9933','CC6600','993300','999999','996600'
97272.00/01;270;Eva Aeppli;Mond;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;33,5 hoch;Moderna Museet, Stockholm, MOMSK 230: 2, seit 1994;Stockholm;www.modernamuseet.se/;97272D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956369;'333333','996633','663333','CC6633','666633','CC9966','FF9966','CC9933','330033','330000'
97272.01/01;270.01;Eva Aeppli;Mond;1979 (Gesamtauflage 1979-2000);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. III/IV);32,5 x 19,5 x 23,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97272D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967474;'666666','336666','996666','996633','CC9933','003333','FFCC33','FF9933','666633','996600'
97273.00/01;271;Eva Aeppli;Merkur;7.1975-3.1976;Seide, Watte, Kapok, Metallstab;34 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 3, seit 1994;Stockholm;www.modernamuseet.se/;97273D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956370;'333333','996633','663333','330000','FF9966','666633','CC9966','CC6633','CC9933','000000'
97273.01/01;271.01;Eva Aeppli;Merkur;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8);33 x 18,5 x 26,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97273D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967485;'CCCC99','FFCC99','999999','FF9900','CC9900','99CC99','CC6600','000000','FFCC00','999966'
97274.00/01;272;Eva Aeppli;Venus;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;37,5 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 4, seit 1994;Stockholm;www.modernamuseet.se/;97274D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956371;'333333','996633','CC9966','000000','FF9966','663333','330000','666633','CC9933','CC6633'
97274.01/01;272.01;Eva Aeppli;Venus;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV);36,5 x 17,5 x 25 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97274D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967493;'FFCC99','999966','CC9966','CCCC66','CC6600','CCCC99','999999','CC9900','FFCCCC','FFCC66'
97275.00/01;273;Eva Aeppli;Mars;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;36,5 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 5, seit 1994;Stockholm;www.modernamuseet.se/;97275D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956372;'333333','996633','663333','CC9966','666633','330000','FF9966','CC6633','330033','CC9933'
97275.01/01;273.01;Eva Aeppli;Mars;1990 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 4/8 Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV);35,5 x 18,5 x 27 cm;Garden of the Zodiac Old Market Omaha, seit 1989 (Exemplar 4/8);Omaha;;97275D2;Foto: Vera Mertz Mercer, Omaha;1990;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967501;'999966','996666','CC9966','FF9900','666666','000000','CC6600','336666','FF9933','666699'
97276.00/01;274;Eva Aeppli;Jupiter;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;38 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 6, seit 1994;Stockholm;www.modernamuseet.se/;97276D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956373;'333333','996633','663333','CC9966','FF9966','666633','CC6633','CC9933','330000','000000'
97276.01/01;274.01;Eva Aeppli;Jupiter;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV, E. A. II/IV);37 x 21 x 29 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97276D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967511;'CCCCCC','CCCC99','FFCC99','FFCCCC','CC6600','FF9900','99CC99','999999','99CCCC','996600'
97277.00/01;275;Eva Aeppli;Saturn;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;39 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 7, seit 1994;Stockholm;www.modernamuseet.se/;97277D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956374;'333333','996633','000000','666633','663333','CC9966','FF9966','330000','CC6633','CC9933'
97277.01/01;275.01;Eva Aeppli;Saturn;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 2/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV);38 x 20 x 24,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 2/8);Omaha;;97277D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967520;'996600','CC9900','999999','669999','999966','CC6600','CC9966','669966','339999','CC9999'
97278.00/01;276;Eva Aeppli;Uranus;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;39,5 cm hoch;Moderna Museet, Stockholm, MOMSK 230: 8, seit 1994;Stockholm;www.modernamuseet.se/;97278D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956375;'333333','996633','CC9966','666633','663333','FF9966','000000','330000','CC9933','CC6633'
97278.01/01;276.01;Eva Aeppli;Uranus;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV);38,5 x 21 x 27,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97278D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967539;'999999','999966','669999','666699','996633','996666','FFCC66','CC9933','996699','666666'
97279.00/01;277;Eva Aeppli;Neptun;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;37 cm hoch;Moderna Museet, Stockholm, MOMSK 230, seit 1994;Stockholm;www.modernamuseet.se/;97279D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956376;'333333','996633','CC9966','663333','330000','666633','FF9966','CC6633','CC9933','000000'
97279.01/01;277.01;Eva Aeppli;Neptun;1979 (Gesamtauflage 1979-1998);Bronze, Gelbgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8 und E. A. I/IV);36 x 21,5 x 29 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97279D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967547;'CC9966','999966','FF9900','666666','000000','996666','FFCC00','CC6600','666633','993300'
97280.00/01;278;Eva Aeppli;Pluto;7.1975-3.1976;Seide, Kapok, Watte, Metallstab;37 cm hoch;Moderna Museet, Stockholm, MOMSK 230, seit 1994;Stockholm;www.modernamuseet.se/;97280D3;Foto: Moderna Museet, Stockholm;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956377;'333333','996633','CC9966','663333','666633','330000','000000','FF9966','CC6633','996666'
97280.01/01;278.01;Eva Aeppli;Pluto;1979 (Gesamtauflage 1979-1998);Bronze, Weissgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 7/8);36 x 19,5 x 28 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97280D2;Foto: Vera Mertz Mercer, Omaha;1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12967555;'003333','333333','000000','003300','000033','330000','333300','666666','336633','330033'
97281.00/01;291;Eva Aeppli;Widder;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;44 cm hoch;Privatbesitz, seit 1988;;;97281DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956378;'FFFFFF','CCCCCC','FFFFCC','CC9966','FFCC99','333333','FFCCCC','999966','333300','996633'
97281.01/01;291.01;Eva Aeppli;Widder;1985 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. III/IV);43 x 21 x 29,5 cm;Garden of the Zodiac Old Market Omaha (Exemplar 2/8);Omaha;;97281D1;Foto: Vera Mertz Mercer, Omaha;1985;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998169;'CCCCCC','FFCCCC','333333','000000','336666','CCCC99','666666','003333','CCCCFF','669999'
97282.00/01;292;Eva Aeppli;Stier;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;38,5 cm hoch;Privatbesitz, seit 1988;;;97282DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956379;'FFFFFF','CCCCCC','FFFFCC','CC9966','999966','FFCCCC','FFCC99','666633','CCCC99','663333'
97282.01/01;292.01;Eva Aeppli;Stier;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);37,5 x 22 x 24,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97282D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998170;'FFCCCC','333333','CCCCCC','000000','666666','669999','336666','FFFFFF','333300','FFFFCC'
97282.01/01;292.01;Eva Aeppli;Stier;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);37,5 x 22 x 24,5 cm;Privatbesitz (F) (Exemplar 6/8);;;97282D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998170;'FFCCCC','333333','CCCCCC','000000','666666','669999','336666','FFFFFF','333300','FFFFCC'
97283.00/01;293;Eva Aeppli;Zwillinge;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;40 cm hoch;Privatbesitz, seit 1988;;;97283DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956380;'FFFFFF','CCCCCC','FFFFCC','FFCCCC','CCCC99','CC9966','FFCC99','999966','663333','666633'
97283.01/01;293.01;Eva Aeppli;Zwillinge;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);39 x 22 x 27,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97283D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998171;'CCCCCC','333333','336666','666666','669999','000000','336633','999999','333300','669966'
97284.00/01;294;Eva Aeppli;Krebs;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;42 cm hoch;Privatbesitz, seit 1988;;;97284DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956382;'FFFFFF','CCCCCC','FFFFCC','CCCC99','FFCCCC','CC9966','999966','333333','FFCC99','CC9999'
97284.01/01;294.01;Eva Aeppli;Krebs;1981 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. III/IV);41 x 26,5 x 24 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 2/8);Omaha;;97284D1;Foto: Vera Mertz Mercer, Omaha;1981;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998172;'336666','CCCCCC','999966','CC9999','FFFFFF','669999','003333','999999','333333','CCCCFF'
97285.00/01;295;Eva Aeppli;Löwe;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;42 cm hoch;Privatbesitz, seit 1988;;;97285DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956383;'FFFFFF','CCCCCC','FFFFCC','FFCCCC','666633','FFCC99','CCCC99','999966','CC9966','996666'
97285.01/01;295.01;Eva Aeppli;Löwe;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, E. A. I/IV, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV);41 x 25 x 31,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar E.A. I/IV);Omaha;;97285D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998173;'CCCCFF','CCCCCC','333333','999999','666666','336633','333300','999966','669999','336666'
97286.00/01;296;Eva Aeppli;Jungfrau;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;44 cm hoch;Privatbesitz, seit 1988;;;97286DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956384;'FFFFFF','CCCCCC','FFFFCC','FFCC99','333333','CC9966','CCCC99','FFCCCC','000000','666633'
97286.01/01;296.01;Eva Aeppli;Jungfrau;1980 (Gesamtauflage 1980-2009);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und;43 x 22 x 28,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97286D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998177;'CCCCCC','336666','003333','669999','336633','669966','000000','666666','333333','003300'
97287.00/01;297;Eva Aeppli;Waage;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;42 cm hoch;Privatbesitz, seit 1988;;;97287DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956385;'FFFFFF','CCCCCC','FFFFCC','FFCC99','CC9966','996633','FFCCCC','CCCC99','333333','666633'
97287.01/01;297.01;Eva Aeppli;Waage;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);41 x 22,5 x 27 cm;Garden of the Zodiac Old Market Omaha, Omaha, seit 1985 (Exemplar 1/8);Omaha;;97287D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998180;'666666','333333','CCCCCC','FFFFFF','669999','999999','333300','336666','336633','FFCC99'
97288.00/01;298;Eva Aeppli;Skorpion;5.1979-2.1980;'Seide, Kapok, Watte; Metallstab';40 cm hoch;Privatbesitz, seit 1988;;;97288DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956386;'FFFFFF','CCCCCC','FFFFCC','FFCCCC','CC9966','999966','FFCC99','663333','666633','CCCC99'
97288.01/01;298.01;Eva Aeppli;Skorpion;1981 (Gesamtauflage 19801998);Bronze, grün patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);39 x 20,5 x 27 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 2/8);Omaha;;97288D1;Foto: Vera Mertz Mercer, Omaha;1981;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998184;'CCCCCC','333333','336666','CC9999','999966','666666','336633','999999','CCCC99','669999'
97289.00/01;299;Eva Aeppli;Schütze;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;43 cm hoch;Privatbesitz, seit 1988;;;97289DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956388;'FFFFFF','CCCCCC','FFFFCC','FFCC99','CC9966','663333','996633','FFCCCC','666633','333333'
97289.01/01;299.01;Eva Aeppli;Schütze;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);42 x 18 x 32 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97289D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998185;'FFFFCC','FFFFFF','CCCCCC','333300','333333','999999','CCFFFF','CCFFCC','666633','666666'
97290.00/01;300;Eva Aeppli;Steinbock;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;42 cm hoch;Privatbesitz;;;97290DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956389;'FFFFFF','CCCCCC','FFFFCC','CC9966','FFCC99','996633','663333','FFCCCC','333333','666633'
